,Topic Title,Category,Tags,Author,Leading Comment,Likes,Views,Replies
386,How can i open the category on amazon?,Amazon Specific,[],Khan,"@Khan Find products in each category and try adding them to inventory.  At some point, likely immediately if you are gated from the category, you’ll have to apply to sell the product.  They will either then accept or deny your request to sell in the category and the product.
If denied, put a ticket in with Amazon to appeal the denial and keep at it until they grant you the ability to sell.  There are also some good un-gating services such as the Funnel Guru 3 who can help if you are struggling to get ungated.",0,113,4
387,How can i open the category on amazon?,Amazon Specific,[],Khan,Ive tried funnel guru. They aren’t professionals as well as the price is too high. Im gonna try myself. Also your advice is profitable. ty,0,113,4
388,How can i open the category on amazon?,Amazon Specific,[],Khan,Thank you @Khan.  Hopefully no paid assistance is necessary getting un-gated.  I agree that the price of Funnel Guru is high.  They have gotten us un-gated in the past with a product we were struggling with though.,0,113,4
389,How can i open the category on amazon?,Amazon Specific,[],Khan,"Well, i found the answer to my question. For not much words i left the link. https://www.facebook.com/RestrictAgent/ 3",0,113,4
390,Report that shows $ for returned items?,Amazon Specific,['All Other Amazon Related Issues'],randy1,"We’re trying to find a report that shows the value of returned items between two dates.
Does anyone know where this is located?",0,82,2
391,Report that shows $ for returned items?,Amazon Specific,['All Other Amazon Related Issues'],randy1,"@randy1 Try the FBA Customer Returns Report.  It’s under Customer Concessions in Fulfillment Reports.
If you also do seller fulfilled, you’ll have to view it separately by going to Reports -> Return Reports.

Banners_and_Alerts_and_Fulfillment_Reports_-_Amazon2936×1190 404 KB
",0,82,2
392,Report that shows $ for returned items?,Amazon Specific,['All Other Amazon Related Issues'],randy1,Perfect - thank you sir!,0,82,2
393,Received email that said ODR is > 1%,Amazon Specific,['All Other Amazon Related Issues'],Mitch,"We just received an email this morning that said our ODR is greater than 1%, but it’s not even close.
I’m hoping this is just a bug in Amazon’s system or something.
Has anyone else received such an email or heard of this happening?",0,112,1
394,Received email that said ODR is > 1%,Amazon Specific,['All Other Amazon Related Issues'],Mitch,"Hi Zaid,
I haven’t heard anything like this.  You may want to put a ticket in with Amazon to try and sort it out.",0,112,1
395,Tax interview for non US citizen with US LLC,Amazon Specific,[],carlos_federico_igle,"Hoping someone may know the answer here…
I’m a non US citizen with a US LLC. Currently i’m selling under my own name because in the tax interview it says for single member LLCs, put your own personal name.
However, of course i’d much rather be registered under my LLC name and address.
And if i have a US registered LLC, surely that is a business and US entity that is subject to US taxes?
When i enter “business” rather than “individual” on the form instead and say i’m a US person for tax reasons, it asks what kind of LLC - C-Corp, S-Corp or Partnership, then i can enter my EIN number (My LLC is just a simple single member LLC, no mention of any C-Corp or S-Corp)
Anyone also have an issue with this?  Don’t want to get anything wrong!
Really appreciate any feedback",1,556,16
396,Tax interview for non US citizen with US LLC,Amazon Specific,[],carlos_federico_igle,"Disclaimer first: I’m not a US tax accountant or US financial advisor. All I am sharing below is based solely on my own personal experience, and professional advice provided to me. I strongly recommending you always seek independent legal and/or financial advice.
I hope the following helps you better understand the issue so that you can gain a bit more clarity and decide how to move forward.
I too am non US resident and I know exactly what you’re talking about in this scenario.
This is one of the reasons I actually shut down my US single member LLC and established a company in my own country.
Amazon’s tax interview is setup correctly, and does ask the correct questions from a tax perspective.
The issue is however, their system drags across the single member details and uses that same information as the legal entity, thus why your personal name shows up as the legal entity inside of Seller Central.
I escalated this issue on numerous occasions with Amazon and explained the issue even at their legal level, however, despite also having sought clarification through a US based tax attorney, Amazon still said it is setup correctly in their system.
There is no way around it as a single member LLC entity when you’re an international non resident single member.
The biggest issue I could foresee with this is that your vendor issued invoices will always be in the name of the legal entity, your LLC, and so this will never match with Amazon’s backend system.
If Amazon ever asks for invoices for verification, you’ll very likely hit major issues, an unlikely be able to prove anything.
Operating under wholesale business model using that legal structure is risky, especially with the level of frivolous IP and authenticity claims that occur on the platform now.
You’ll also never be able to get ungated if requested to provide invoices because again, the entity details wont’ match. I know this for sure because I experienced and lost money from it.
Also, be aware of the additional reporting requirements that the IRS now has in place for non resident LLCs.
Very few people are aware of these new requirements until it is too late.
There are all very important considerations you should understand when deciding to continue operating as a US entity, and another reason why I would suggest you seek professional advice from someone who specialises in US tax law for NON US residents.
I hope this helps.
All the best.",1,556,16
397,Tax interview for non US citizen with US LLC,Amazon Specific,[],carlos_federico_igle,"Hey there,
Thanks very much for your very detailed reply, really appreciate it.
Yes those issues you mentioned i already came across (invoices with my LLC name) but i got around it by asking them to put my own name and address on it, which they were happy to do but that just sounds amateur to most suppliers i’m sure.
I’ll be getting in touch with a professional as well as looking into a limited company in my own country.
I assume you’re operating under your company name in your home country, my i ask if your US suppliers have an issue with this?
Thanks very much again",1,556,16
398,Tax interview for non US citizen with US LLC,Amazon Specific,[],carlos_federico_igle,"Hi,
I’m glad it helped.
Unfortunately it’s another one of the many challenges us internationals experience when starting out on the marketplace in the USA.
Yes I established a new company in my home country and then applied for an EIN, which you will need to sell on the marketplace, and yes, it is very easy to get via a phone call to the IRS.
Then it’s up to you whether you get a reseller certificate.
You don’t need one, however you will find a LOT of brand owners who won’t open an account unless you provide them with one, even when you clearly explain that you’re an entity domiciled outside of the USA so legally don’t need one as I was advised by a tax attorney.
It’s more to remove that as an objection, but it does come with compliance requirements.
Once again, decide which way is right for you once you speak with a professional.
Hope this helps.",1,556,16
